eventid|venueid|catid|eventname|starttime
3068|246|7|Electra|2008-02-05 14:00:00.000000
3767|225|7|The Farnsworth Invention|2008-02-05 20:00:00.000000
4831|26|9|John Mellencamp|2008-02-05 19:00:00.000000
4957|128|9|Jesse Lacey|2008-02-05 15:00:00.000000
4982|130|9|Sarah Brightman|2008-02-05 19:00:00.000000
5218|65|9|Yaz|2008-02-05 19:30:00.000000
5817|26|9|Travis Tritt|2008-02-05 19:30:00.000000
6159|51|9|Tailgate 2008|2008-02-05 15:00:00.000000
6162|64|9|Poison|2008-02-05 19:00:00.000000
7272|91|9|Lyle Lovett|2008-02-05 19:00:00.000000
7335|79|9|Neville Brothers|2008-02-05 19:30:00.000000
7965|36|9|Boz Scaggs|2008-02-05 14:00:00.000000
1929|208|7|The Cherry Orchard|2008-02-06 15:00:00.000000
2343|214|7|Iphigenia|2008-02-06 20:00:00.000000
3065|212|7|November|2008-02-06 14:30:00.000000
4577|29|9|Rock the Bells|2008-02-06 14:00:00.000000
4650|54|9|Hootie and the Blowfish|2008-02-06 15:00:00.000000
5097|98|9|Sigur Ros|2008-02-06 19:00:00.000000
5456|51|9|Radiohead|2008-02-06 15:00:00.000000
5798|28|9|Buckcherry|2008-02-06 14:00:00.000000
6604|115|9|Enrique Iglesias|2008-02-06 19:00:00.000000
7476|129|9|John Mayer|2008-02-06 15:00:00.000000
287|302|8|Rusalka|2008-02-07 19:30:00.000000
985|201|6|Chicago|2008-02-07 14:00:00.000000
1346|229|6|Chicago|2008-02-07 14:30:00.000000
2774|243|7|Uncle Vanya|2008-02-07 15:00:00.000000
3620|232|7|The Seafarer|2008-02-07 19:00:00.000000
3812|107|9|Kansas|2008-02-07 19:00:00.000000
4568|60|9|Dj Tiesto|2008-02-07 20:00:00.000000
5979|124|9|David Sanborn|2008-02-07 15:00:00.000000
6420|1|9|Greg Kihn Band|2008-02-07 19:00:00.000000
6716|5|9|Alan Jackson|2008-02-07 15:00:00.000000
7735|77|9|Melissa Etheridge|2008-02-07 19:00:00.000000
8095|77|9|Wyclef Jean|2008-02-07 19:30:00.000000
8449|43|9|Gordon Lightfoot|2008-02-07 19:30:00.000000
1851|249|7|Rhinoceros|2008-02-08 15:00:00.000000
2325|239|7|Glengarry Glen Ross|2008-02-08 19:30:00.000000
2421|240|7|Macbeth|2008-02-08 15:00:00.000000
2846|222|7|To Be or Not To Be|2008-02-08 14:00:00.000000
4155|104|9|Gavin DeGraw|2008-02-08 15:00:00.000000
4344|126|9|Aretha Franklin|2008-02-08 14:00:00.000000
4735|66|9|Bruce Hornsby|2008-02-08 15:00:00.000000
5414|99|9|Coldplay|2008-02-08 14:00:00.000000
5558|59|9|Medeski Martin and Wood|2008-02-08 15:00:00.000000
6207|122|9|Johnny Mathis|2008-02-08 14:00:00.000000
6625|1|9|Carrie Underwood|2008-02-08 19:30:00.000000
8614|21|9|ZZ Top|2008-02-08 14:00:00.000000
8702|12|9|Insane Clown Posse|2008-02-08 19:00:00.000000
1425|232|6|Flower Drum Song|2008-02-09 19:30:00.000000
1724|257|6|Spamalot|2008-02-09 14:30:00.000000
2143|244|7|Romeo and Juliet|2008-02-09 14:30:00.000000
2221|238|7|A Streetcar Named Desire|2008-02-09 14:00:00.000000
2426|244|7|A Man For All Seasons|2008-02-09 20:00:00.000000
3879|47|9|Paul Weller|2008-02-09 14:30:00.000000
4381|69|9|Jonas Brothers|2008-02-09 14:30:00.000000
5573|2|9|Bo Bice|2008-02-09 19:00:00.000000
6332|40|9|War|2008-02-09 14:00:00.000000
7307|75|9|Gretchen Wilson|2008-02-09 15:00:00.000000
8285|106|9|War|2008-02-09 19:30:00.000000
8390|75|9|Trace Adkins|2008-02-09 19:30:00.000000
51|300|8|Tristan und Isolde|2008-02-10 14:00:00.000000
151|302|8|Rusalka|2008-02-10 19:30:00.000000
399|306|8|Eugene Onegin|2008-02-10 20:00:00.000000
452|309|8|The Birds (Die Vogel)|2008-02-10 14:30:00.000000
470|303|8|La Gioconda|2008-02-10 20:00:00.000000
1119|215|6|Mamma Mia!|2008-02-10 14:30:00.000000
1805|248|7|As You Like It|2008-02-10 14:30:00.000000
2088|221|7|Miss Julie|2008-02-10 14:00:00.000000
3463|220|7|Our Town|2008-02-10 14:30:00.000000
6442|33|9|Echo & the Bunnymen|2008-02-10 14:00:00.000000
6517|62|9|Jason Aldean|2008-02-10 14:00:00.000000
6719|56|9|Vampire Weekend|2008-02-10 15:00:00.000000
7939|92|9|Country Thunder USA|2008-02-10 14:00:00.000000
281|302|8|Boris Godunov|2008-02-11 20:00:00.000000
2676|206|7|November|2008-02-11 19:30:00.000000
2693|230|7|Hedda Gabler|2008-02-11 14:00:00.000000
4342|121|9|Citizen Cope|2008-02-11 19:00:00.000000
4480|90|9|Crosby Stills Nash|2008-02-11 20:00:00.000000
6804|44|9|Projekt Revolution|2008-02-11 14:00:00.000000
7752|15|9|Counting Crows and Maroon 5|2008-02-11 19:30:00.000000
8179|82|9|Jesse McCartney|2008-02-11 19:00:00.000000
8233|72|9|Old 97s|2008-02-11 15:00:00.000000
170|302|8|Lucia di Lammermoor|2008-02-12 15:00:00.000000
4345|62|9|G. Love and Special Sauce|2008-02-12 19:30:00.000000
5228|46|9|Lionel Richie|2008-02-12 19:00:00.000000
5465|74|9|Journey|2008-02-12 14:00:00.000000
6519|3|9|American Idols Live|2008-02-12 19:00:00.000000
7987|108|9|Ween|2008-02-12 19:00:00.000000
8019|37|9|Hootie and the Blowfish|2008-02-12 19:30:00.000000
8084|43|9|Dj Tiesto|2008-02-12 19:30:00.000000
1864|226|7|King Lear|2008-02-13 20:00:00.000000
2432|227|7|Cirque du Soleil|2008-02-13 19:30:00.000000
2530|236|7|Thurgood|2008-02-13 14:30:00.000000
4382|32|9|Dj Tiesto|2008-02-13 19:30:00.000000
5253|37|9|Jimmy Buffett|2008-02-13 19:30:00.000000
5362|115|9|Arlo Guthrie|2008-02-13 19:30:00.000000
5598|79|9|Tower of Power|2008-02-13 15:00:00.000000
6641|82|9|Black Kids|2008-02-13 19:30:00.000000
7493|99|9|The National|2008-02-13 19:00:00.000000
143|302|8|The Birds (Die Vogel)|2008-02-14 20:00:00.000000
338|308|8|Simon Boccanegra|2008-02-14 14:30:00.000000
935|228|6|Curtains|2008-02-14 15:00:00.000000
2875|245|7|The Farnsworth Invention|2008-02-14 20:00:00.000000
2963|218|7|Avenue Q|2008-02-14 20:00:00.000000
3002|230|7|The Seafarer|2008-02-14 19:00:00.000000
4503|83|9|The Raconteurs|2008-02-14 14:00:00.000000
4643|99|9|Keith Urban|2008-02-14 19:00:00.000000
4836|73|9|Soulfest|2008-02-14 19:30:00.000000
4881|12|9|Dave Stewart|2008-02-14 15:00:00.000000
5739|41|9|Fab Faux|2008-02-14 19:30:00.000000
7469|111|9|Kool and The Gang|2008-02-14 14:00:00.000000
8697|50|9|Stone Temple Pilots|2008-02-14 15:00:00.000000
79|302|8|La Boheme|2008-02-15 20:00:00.000000
103|302|8|The Magic Flute|2008-02-15 15:00:00.000000
627|229|6|High Society|2008-02-15 14:00:00.000000
1405|207|6|Jersey Boys|2008-02-15 14:00:00.000000
2390|241|7|The Country Girl|2008-02-15 15:00:00.000000
2563|246|7|Hamlet|2008-02-15 20:00:00.000000
3700|210|7|The 39 Steps|2008-02-15 19:30:00.000000
4185|103|9|Smokey Robinson|2008-02-15 19:00:00.000000
7703|78|9|Feist|2008-02-15 14:00:00.000000
7759|82|9|Chaka Khan|2008-02-15 19:00:00.000000
7903|90|9|Little Big Town|2008-02-15 19:30:00.000000
7925|101|9|Spoon|2008-02-15 19:00:00.000000
8113|17|9|Santana|2008-02-15 15:00:00.000000
8429|33|9|Ani DiFranco|2008-02-15 14:00:00.000000
65|307|8|Madama Butterfly|2008-02-16 15:00:00.000000
463|303|8|Tristan und Isolde|2008-02-16 19:00:00.000000
613|236|6|Pal Joey|2008-02-16 15:00:00.000000
750|235|6|Les Miserables|2008-02-16 20:00:00.000000
2192|205|7|Rock 'n' Roll|2008-02-16 19:30:00.000000
2341|238|7|Our Town|2008-02-16 14:30:00.000000
2577|244|7|The 39 Steps|2008-02-16 14:00:00.000000
2911|231|7|November|2008-02-16 19:30:00.000000
3919|51|9|Stray Cats|2008-02-16 20:00:00.000000
4607|55|9|Air Supply|2008-02-16 20:00:00.000000
5557|86|9|Ringo Starr|2008-02-16 19:00:00.000000
6386|84|9|Journey|2008-02-16 19:00:00.000000
7942|27|9|Flogging Molly|2008-02-16 15:00:00.000000
8345|37|9|Joe Cocker|2008-02-16 14:00:00.000000
345|308|8|Thais|2008-02-17 14:00:00.000000
460|305|8|The Fly|2008-02-17 19:30:00.000000
726|212|6|High Society|2008-02-17 14:30:00.000000
743|201|6|Jersey Boys|2008-02-17 20:00:00.000000
1331|249|6|South Pacific|2008-02-17 19:00:00.000000
1538|262|6|Phantom of the Opera|2008-02-17 14:30:00.000000
1937|211|7|To Be or Not To Be|2008-02-17 19:00:00.000000
2205|249|7|Spring Awakening|2008-02-17 15:00:00.000000
2337|205|7|As You Like It|2008-02-17 19:30:00.000000
2498|220|7|All My Sons|2008-02-17 19:30:00.000000
3709|214|7|Thurgood|2008-02-17 15:00:00.000000
5108|71|9|Bon Jovi|2008-02-17 19:00:00.000000
5624|111|9|Serj Tankian|2008-02-17 19:00:00.000000
6104|120|9|Return To Forever|2008-02-17 19:30:00.000000
6482|89|9|Goo Goo Dolls|2008-02-17 19:30:00.000000
6680|15|9|Brad Paisley|2008-02-17 15:00:00.000000
6712|107|9|Gladys Knight|2008-02-17 14:00:00.000000
7644|103|9|Brand New|2008-02-17 19:00:00.000000
8547|114|9|Dropkick Murphys|2008-02-17 19:30:00.000000
1833|207|7|The Seagull|2008-02-18 15:00:00.000000
2524|225|7|Macbeth|2008-02-18 15:00:00.000000
3677|246|7|The Glass Menagerie|2008-02-18 19:30:00.000000
4113|90|9|KT Tunstall|2008-02-18 19:30:00.000000
4389|22|9|Celine Dion|2008-02-18 14:30:00.000000
5193|77|9|John Mellencamp|2008-02-18 19:00:00.000000
6108|34|9|Juan Luis Guerra|2008-02-18 19:00:00.000000
6311|28|9|Chromeo|2008-02-18 14:00:00.000000
8649|19|9|Greg Kihn Band|2008-02-18 19:30:00.000000
136|307|8|Doctor Atomic|2008-02-19 19:30:00.000000
970|235|6|The Little Mermaid|2008-02-19 19:30:00.000000
2874|219|7|Miss Julie|2008-02-19 14:00:00.000000
3313|219|7|Iphigenia|2008-02-19 20:00:00.000000
3840|14|9|Gwen Stefani|2008-02-19 19:30:00.000000
4225|19|9|Zombies|2008-02-19 15:00:00.000000
4991|99|9|Lyle Lovett|2008-02-19 15:00:00.000000
5462|43|9|Nas|2008-02-19 19:30:00.000000
5743|37|9|Ray Lamontagne|2008-02-19 15:00:00.000000
6373|34|9|Live|2008-02-19 14:00:00.000000
7266|3|9|Rusted Root|2008-02-19 19:30:00.000000
8115|19|9|George Thorogood|2008-02-19 14:00:00.000000
8222|5|9|Nine Inch Nails|2008-02-19 14:00:00.000000
8265|70|9|Boyz II Men|2008-02-19 19:00:00.000000
1102|209|6|Fiddler on the Roof|2008-02-20 19:00:00.000000
1476|239|6|Oliver!|2008-02-20 14:00:00.000000
2156|215|7|To Be or Not To Be|2008-02-20 19:30:00.000000
3135|216|7|The Cherry Orchard|2008-02-20 19:30:00.000000
3820|39|9|Oasis|2008-02-20 19:30:00.000000
4478|56|9|Boston|2008-02-20 14:30:00.000000
4486|90|9|Alkaline Trio|2008-02-20 14:00:00.000000
4776|85|9|Mark Knopfler|2008-02-20 14:30:00.000000
4924|33|9|Gary Allan|2008-02-20 14:00:00.000000
8795|64|9|Smokey Robinson|2008-02-20 19:00:00.000000
96|308|8|Rigoletto|2008-02-21 19:00:00.000000
1104|206|6|High Society|2008-02-21 14:30:00.000000
2314|245|7|The Frogs|2008-02-21 14:30:00.000000
2526|202|7|The Seafarer|2008-02-21 19:30:00.000000
2564|218|7|Rhinoceros|2008-02-21 20:00:00.000000
3754|216|7|August: Osage County|2008-02-21 20:00:00.000000
4635|17|9|Demi Lovato|2008-02-21 14:00:00.000000
4804|119|9|Decemberists|2008-02-21 19:30:00.000000
6823|92|9|Eagles|2008-02-21 14:00:00.000000
7460|100|9|Bo Bice|2008-02-21 15:00:00.000000
7872|128|9|Shakira|2008-02-21 15:00:00.000000
8618|124|9|George Michael|2008-02-21 14:00:00.000000
181|308|8|Tristan und Isolde|2008-02-22 20:00:00.000000
1607|257|6|Phantom of the Opera|2008-02-22 20:00:00.000000
1976|227|7|Spring Awakening|2008-02-22 15:00:00.000000
2157|209|7|Miss Julie|2008-02-22 20:00:00.000000
2533|236|7|August: Osage County|2008-02-22 14:30:00.000000
2933|217|7|The Caretaker|2008-02-22 14:00:00.000000
3321|229|7|Hamlet|2008-02-22 14:30:00.000000
3793|231|7|Wicked|2008-02-22 14:30:00.000000
5065|113|9|The Police|2008-02-22 14:00:00.000000
5157|76|9|Janet Jackson|2008-02-22 15:00:00.000000
5392|36|9|Reba and Kelly Clarkson|2008-02-22 15:00:00.000000
7076|93|9|Dennis DeYoung|2008-02-22 19:30:00.000000
7420|79|9|Vince Gill|2008-02-22 15:00:00.000000
8268|14|9|Ben E. King|2008-02-22 19:00:00.000000
8471|118|9|Little River Band|2008-02-22 19:30:00.000000
64|309|8|Rusalka|2008-02-23 19:30:00.000000
1645|254|6|Beatles LOVE|2008-02-23 20:00:00.000000
1729|261|6|Beatles LOVE|2008-02-23 20:00:00.000000
2477|228|7|Waiting for Godot|2008-02-23 15:00:00.000000
3158|232|7|Rhinoceros|2008-02-23 14:30:00.000000
3189|205|7|The Homecoming|2008-02-23 20:00:00.000000
3798|216|7|Waiting for Godot|2008-02-23 20:00:00.000000
4078|65|9|Black Eyed Peas|2008-02-23 20:00:00.000000
4198|29|9|Wilco|2008-02-23 14:00:00.000000
6513|113|9|O.A.R.|2008-02-23 15:00:00.000000
6526|56|9|Billy Joel|2008-02-23 15:00:00.000000
6709|66|9|Fergie|2008-02-23 14:00:00.000000
7462|130|9|Bloc Party|2008-02-23 15:00:00.000000
7795|108|9|The Swell Season|2008-02-23 15:00:00.000000
8139|118|9|Sigur Ros|2008-02-23 15:00:00.000000
8196|20|9|Taylor Swift|2008-02-23 19:30:00.000000
691|217|6|Mary Poppins|2008-02-24 14:30:00.000000
697|217|6|Jersey Boys|2008-02-24 19:30:00.000000
868|214|6|Mamma Mia!|2008-02-24 19:00:00.000000
2932|206|7|As You Like It|2008-02-24 14:00:00.000000
3541|246|7|Endgame|2008-02-24 14:00:00.000000
4509|39|9|Rush|2008-02-24 15:00:00.000000
6808|128|9|Johnny Mathis|2008-02-24 14:00:00.000000
7593|87|9|Feist|2008-02-24 14:00:00.000000
7596|32|9|Keith Urban|2008-02-24 19:30:00.000000
184|303|8|The Birds (Die Vogel)|2008-02-25 14:30:00.000000
509|218|6|West Side Story|2008-02-25 19:30:00.000000
1243|249|6|Pal Joey|2008-02-25 14:30:00.000000
2216|217|7|Thurgood|2008-02-25 20:00:00.000000
2468|202|7|The Farnsworth Invention|2008-02-25 19:00:00.000000
3315|232|7|The Tempest|2008-02-25 14:30:00.000000
4933|93|9|Kansas|2008-02-25 14:00:00.000000
5106|7|9|Hall and Oates|2008-02-25 19:30:00.000000
5980|97|9|Ben E. King|2008-02-25 19:00:00.000000
8340|50|9|Bonnie Raitt|2008-02-25 19:00:00.000000
8664|19|9|Fergie|2008-02-25 15:00:00.000000
504|208|6|Legally Blonde|2008-02-26 19:30:00.000000
1010|208|6|Spamalot|2008-02-26 20:00:00.000000
1113|205|6|Hairspray|2008-02-26 15:00:00.000000
1454|225|6|Jersey Boys|2008-02-26 15:00:00.000000
2038|221|7|A Bronx Tale|2008-02-26 20:00:00.000000
3590|205|7|Endgame|2008-02-26 14:30:00.000000
3666|224|7|Rosencrantz and Guildenstern Are Dead|2008-02-26 14:00:00.000000
3834|60|9|KT Tunstall|2008-02-26 15:00:00.000000
4188|70|9|Ray Lamontagne|2008-02-26 19:30:00.000000
5928|22|9|Linda Ronstadt|2008-02-26 19:00:00.000000
6539|38|9|English Beat|2008-02-26 19:30:00.000000
6544|98|9|Alicia Keys|2008-02-26 15:00:00.000000
7061|93|9|Daughtry|2008-02-26 14:00:00.000000
7561|65|9|Michael McDonald|2008-02-26 19:00:00.000000
7886|19|9|Crosby Stills Nash|2008-02-26 19:30:00.000000
8328|89|9|Britney Spears|2008-02-26 19:30:00.000000
977|209|6|High Society|2008-02-27 19:00:00.000000
1080|244|6|The Little Mermaid|2008-02-27 14:00:00.000000
2029|219|7|Glengarry Glen Ross|2008-02-27 14:00:00.000000
2703|226|7|August: Osage County|2008-02-27 15:00:00.000000
2751|224|7|A Bronx Tale|2008-02-27 20:00:00.000000
2909|207|7|For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf|2008-02-27 20:00:00.000000
3674|240|7|Cirque du Soleil|2008-02-27 14:00:00.000000
4973|22|9|Sunday in the Country|2008-02-27 14:00:00.000000
5662|105|9|Decemberists|2008-02-27 19:30:00.000000
5810|19|9|Nashville Star|2008-02-27 19:30:00.000000
6764|18|9|Little River Band|2008-02-27 15:00:00.000000
7095|60|9|Bo Bice|2008-02-27 19:00:00.000000
8296|64|9|Natalie Cole|2008-02-27 19:00:00.000000
8753|71|9|Coheed and Cambria|2008-02-27 14:00:00.000000
1504|250|6|Phantom of the Opera|2008-02-28 19:30:00.000000
1668|252|6|Mystere Cirque du Soleil|2008-02-28 19:00:00.000000
1670|254|6|Folies Bergere|2008-02-28 14:00:00.000000
3337|207|7|To Be or Not To Be|2008-02-28 19:00:00.000000
3874|129|9|America|2008-02-28 15:00:00.000000
4105|126|9|Amos Lee|2008-02-28 20:00:00.000000
5430|130|9|Alan Jackson|2008-02-28 15:00:00.000000
7537|20|9|Nashville Star|2008-02-28 19:00:00.000000
7598|14|9|Paul Weller|2008-02-28 19:00:00.000000
8260|31|9|Michael Bolton|2008-02-28 14:00:00.000000
838|206|6|Seven Brides for Seven Brothers|2008-03-01 15:00:00.000000
907|247|6|State Fair|2008-03-01 14:30:00.000000
1090|217|6|Chicago|2008-03-01 19:30:00.000000
3494|210|7|The Country Girl|2008-03-01 20:00:00.000000
4221|41|9|America|2008-03-01 14:00:00.000000
4401|107|9|Joe Cocker|2008-03-01 19:30:00.000000
4892|18|9|Emmylou Harris|2008-03-01 15:00:00.000000
6510|130|9|Mos Def|2008-03-01 19:30:00.000000
6588|17|9|Tom Petty and the Heartbreakers|2008-03-01 14:00:00.000000
6686|48|9|Sara Evans|2008-03-01 14:00:00.000000
7319|58|9|Trisha Yearwood|2008-03-01 14:00:00.000000
302|304|8|The Magic Flute|2008-03-02 15:00:00.000000
307|306|8|La Cenerentola (Cinderella)|2008-03-02 19:30:00.000000
1553|263|6|Legally Blonde|2008-03-02 19:00:00.000000
2539|234|7|Avenue Q|2008-03-02 15:00:00.000000
3143|227|7|Iphigenia|2008-03-02 14:30:00.000000
3232|217|7|Wicked|2008-03-02 20:00:00.000000
3301|225|7|King Lear|2008-03-02 19:30:00.000000
5090|16|9|Taylor Swift|2008-03-02 15:00:00.000000
6093|37|9|Bloc Party|2008-03-02 19:00:00.000000
7330|34|9|Sound Tribe Sector 9|2008-03-02 15:00:00.000000
8184|87|9|Arlo Guthrie|2008-03-02 14:00:00.000000
8643|36|9|Bad Company|2008-03-02 14:00:00.000000
637|243|6|Billy Elliot the Musical|2008-03-03 14:00:00.000000
2004|239|7|Wicked|2008-03-03 15:00:00.000000
5453|13|9|El Monstero y Los Masked Avengers|2008-03-03 14:00:00.000000
5497|99|9|Crue Fest|2008-03-03 15:00:00.000000
8052|24|9|English Beat|2008-03-03 14:00:00.000000
444|303|8|Salome|2008-03-04 19:30:00.000000
1259|243|6|A Catered Affair|2008-03-04 20:00:00.000000
1278|247|6|High Society|2008-03-04 20:00:00.000000
1930|223|7|Passing Strange|2008-03-04 14:30:00.000000
1950|212|7|The Homecoming|2008-03-04 20:00:00.000000
3512|208|7|Julius Caesar|2008-03-04 15:00:00.000000
3776|208|7|Romeo and Juliet|2008-03-04 14:30:00.000000
4730|79|9|Mars Volta|2008-03-04 19:00:00.000000
6086|5|9|Linkin Park|2008-03-04 14:00:00.000000
6975|29|9|Motley Crue|2008-03-04 19:00:00.000000
7042|129|9|Rick Braun|2008-03-04 19:00:00.000000
7094|3|9|Gipsy Kings|2008-03-04 19:00:00.000000
7676|40|9|Idina Menzel|2008-03-04 19:30:00.000000
7719|107|9|Poison|2008-03-04 19:30:00.000000
7839|112|9|Black Crowes|2008-03-04 19:00:00.000000
8177|77|9|Sarah Brightman|2008-03-04 19:00:00.000000
563|205|6|Seven Brides for Seven Brothers|2008-03-05 15:00:00.000000
1292|226|6|Chicago|2008-03-05 14:30:00.000000
1563|262|6|Zumanity|2008-03-05 19:30:00.000000
3091|221|7|The Seagull|2008-03-05 14:30:00.000000
3418|236|7|August: Osage County|2008-03-05 20:00:00.000000
4194|12|9|Decemberists|2008-03-05 19:00:00.000000
4223|108|9|Luis Miguel|2008-03-05 14:00:00.000000
4894|70|9|Maze|2008-03-05 19:00:00.000000
5259|20|9|Zappa Plays Zappa|2008-03-05 19:00:00.000000
6305|75|9|Poison|2008-03-05 19:30:00.000000
7306|28|9|Dickey Betts and Great Southern|2008-03-05 19:00:00.000000
8279|85|9|Coldplay|2008-03-05 15:00:00.000000
91|306|8|Das Rheingold|2008-03-06 20:00:00.000000
686|227|6|Mary Poppins|2008-03-06 19:30:00.000000
714|216|6|Mamma Mia!|2008-03-06 14:30:00.000000
722|211|6|The Lion King|2008-03-06 14:00:00.000000
1311|208|6|Spamalot|2008-03-06 19:00:00.000000
1513|259|6|Mystere Cirque du Soleil|2008-03-06 14:30:00.000000
2776|211|7|Spring Awakening|2008-03-06 14:30:00.000000
3363|245|7|Hedda Gabler|2008-03-06 14:30:00.000000
3451|200|7|The Country Girl|2008-03-06 15:00:00.000000
4829|60|9|Wilco|2008-03-06 19:30:00.000000
5542|40|9|Isaac Hayes|2008-03-06 15:00:00.000000
5571|125|9|Ted Nugent|2008-03-06 19:30:00.000000
6169|116|9|Alice Cooper|2008-03-06 19:00:00.000000
6308|6|9|Wynonna|2008-03-06 15:00:00.000000
6583|123|9|Black Eyed Peas|2008-03-06 19:00:00.000000
8125|11|9|Killers|2008-03-06 14:00:00.000000
1794|250|6|Le Reve|2008-03-07 20:00:00.000000
2089|233|7|Othello|2008-03-07 14:30:00.000000
2761|232|7|Othello|2008-03-07 20:00:00.000000
2871|227|7|King Lear|2008-03-07 19:00:00.000000
2883|203|7|Hamlet|2008-03-07 14:30:00.000000
3304|203|7|Glengarry Glen Ross|2008-03-07 19:00:00.000000
4586|117|9|Sammy Hagar|2008-03-07 14:00:00.000000
7036|9|9|Colbie Caillat|2008-03-07 15:00:00.000000
8263|61|9|Isaac Hayes|2008-03-07 19:30:00.000000
8303|101|9|Joe Satriani|2008-03-07 15:00:00.000000
203|306|8|Orfeo ed Euridice|2008-03-08 19:00:00.000000
1660|255|6|O - Cirque du Soleil|2008-03-08 14:30:00.000000
2254|211|7|Thurgood|2008-03-08 19:00:00.000000
2716|220|7|Miss Julie|2008-03-08 14:00:00.000000
4398|12|9|Idina Menzel|2008-03-08 19:30:00.000000
4743|93|9|Dickey Betts and Great Southern|2008-03-08 15:00:00.000000
4854|84|9|Merle Haggard|2008-03-08 19:30:00.000000
5932|8|9|Blues Brothers|2008-03-08 19:30:00.000000
6206|15|9|Children of Bodom|2008-03-08 15:00:00.000000
7000|114|9|Medeski Martin and Wood|2008-03-08 15:00:00.000000
7035|77|9|Tom Jones|2008-03-08 15:00:00.000000
1101|219|6|A Chorus Line|2008-03-09 19:00:00.000000
1267|202|6|State Fair|2008-03-09 15:00:00.000000
1708|258|6|Legally Blonde|2008-03-09 20:00:00.000000
2414|205|7|November|2008-03-09 14:30:00.000000
2614|234|7|All My Sons|2008-03-09 19:30:00.000000
2941|217|7|Othello|2008-03-09 19:00:00.000000
4472|60|9|Sammy Hagar|2008-03-09 19:30:00.000000
4981|39|9|Echo & the Bunnymen|2008-03-09 14:00:00.000000
5372|49|9|Matisyahu|2008-03-09 19:00:00.000000
585|228|6|Grease|2008-03-10 15:00:00.000000
792|216|6|The King and I|2008-03-10 19:00:00.000000
892|221|6|Gypsy|2008-03-10 20:00:00.000000
3368|214|7|Macbeth|2008-03-10 15:00:00.000000
4075|85|9|Montgomery Gentry|2008-03-10 19:30:00.000000
4167|66|9|Carrie Underwood|2008-03-10 19:00:00.000000
5060|117|9|Styx|2008-03-10 19:30:00.000000
5078|54|9|Ryan Adams|2008-03-10 19:30:00.000000
5520|36|9|Dave Matthews Band|2008-03-10 19:00:00.000000
6863|117|9|Neil Diamond|2008-03-10 19:30:00.000000
7119|85|9|Beck|2008-03-10 14:00:00.000000
7773|34|9|Cake|2008-03-10 15:00:00.000000
8072|2|9|Brian Jonestown Massacre|2008-03-10 19:30:00.000000
771|217|6|High School Musical|2008-03-11 14:00:00.000000
1663|258|6|Zumanity|2008-03-11 14:30:00.000000
2669|214|7|The Farnsworth Invention|2008-03-11 14:00:00.000000
2839|232|7|The Homecoming|2008-03-11 15:00:00.000000
4022|32|9|Carrie Underwood|2008-03-11 19:30:00.000000
5147|47|9|Jason Mraz|2008-03-11 19:30:00.000000
5286|22|9|Tony Bennett|2008-03-11 15:00:00.000000
5687|80|9|Kid Rock|2008-03-11 14:00:00.000000
5703|68|9|B.B. King|2008-03-11 19:00:00.000000
6099|103|9|Rod Stewart|2008-03-11 15:00:00.000000
6132|106|9|War|2008-03-11 14:00:00.000000
6748|18|9|Third Day|2008-03-11 19:30:00.000000
8273|3|9|Hootie and the Blowfish|2008-03-11 19:00:00.000000
8282|38|9|Paul Weller|2008-03-11 19:30:00.000000
